year,r_ce_1.5,r_ce_2.0,r_ce_2.5,r_ce_3.0,r_ra_1.5,r_ra_2.0,r_ra_2.5,r_ra_3.0
2196,0.006747565641970865,0.00903103737080585,0.01166722338254806,0.014522319959773518,0.02016993977822549,0.023898395224259354,0.027686540193721333,0.03155491026922341
2197,0.006736491351223524,0.009012857772045989,0.01163961243522301,0.014484064412679677,0.0202344892069268,0.023960551506960255,0.0277474080487356,0.031614701708505534
2198,0.006729491491021594,0.008998681028917717,0.01161569203838578,0.014449129195469458,0.020300984078223124,0.0240257343437665,0.027811922907485874,0.03167847538523451
2199,0.0067266915739577545,0.008988669459417745,0.011595661189596243,0.01441775400354482,0.02037923965905055,0.024104708839065094,0.027891565043656367,0.03175830151318736
2200,0.006728100342270858,0.008982832807265143,0.011579536642204968,0.014389970844734638,0.02046656059378897,0.024193811730755608,0.027981974218238486,0.03184936268320578
2201,0.006693452600193978,0.008937044148679931,0.011523363176215396,0.014324191041727939,0.020532327275422615,0.024252284122922275,0.02803407643821706,0.031895476333377915
2202,0.00666359263730933,0.008896264543596872,0.011472201950318393,0.014263370864508802,0.020605131465495384,0.024319457898898895,0.028096400568625217,0.0319533257002051
2203,0.006637457340459838,0.008859176669153469,0.011424529698521892,0.014205808499706308,0.020687839388929513,0.02439766489642366,0.028170337397292,0.03202308748556499
2204,0.006614996721010062,0.008825720762560205,0.011380280344476258,0.0141514353225952,0.0207756067268175,0.02448329605500715,0.0282537758777782,0.032104339207688605
2205,0.006596118496235092,0.00879578063889094,0.01133931964741466,0.014100104521213882,0.020874600085996488,0.02458056056003713,0.02834844377797777,0.03219587727762665
2206,0.006568741750979519,0.008757077466603399,0.011289289017808787,0.014039227456933678,0.020954784501094195,0.02465635175931487,0.02842011653068746,0.03226356555133053
2207,0.006545009042801882,0.008721643893550648,0.011241979637147754,0.01398052457281087,0.02102363590236503,0.024721450500234988,0.028481504949419163,0.03232112232679594
2208,0.006524161441251681,0.008688698469939886,0.01119665294490843,0.013923330560907663,0.02109774533801302,0.024791729497388282,0.028547338543728158,0.032381887070421486
2209,0.006506099189218966,0.008658125062459924,0.011153184585614963,0.013867519491446993,0.02117765280421138,0.024869481855042026,0.028622168676885024,0.03245320489475206
2210,0.006490825752071813,0.008629942718852144,0.011111614142621646,0.013813155717756898,0.021263406531505328,0.02495436613813986,0.028704919858416063,0.03253292271548066
2211,0.0064563412086531,0.008584409148823401,0.011056552180648611,0.013749844189037096,0.021318625942023935,0.025003778130457798,0.02874908421433135,0.032572237415735804
2212,0.00642605791329993,0.008542997929415735,0.01100536983596085,0.013690165139090925,0.021382228580574546,0.02506181849386196,0.0288018328107163,0.032619942722854296
2213,0.006399145589976961,0.008504744765014696,0.01095702470477862,0.013633029699033511,0.02145627074248792,0.025131972713035113,0.028867702866442888,0.03268140071419594
2214,0.006375503812916988,0.00846953640349259,0.010911402863620308,0.013578331114298358,0.02154121177687375,0.025214238373945225,0.028946289967767876,0.03275585548879519
2215,0.006355054985910045,0.008437289644743539,0.010868427140683342,0.013526005416778182,0.021633376013936015,0.025305956267186524,0.029036833634624837,0.0328452325414119
2216,0.006322611940685849,0.00839090643813367,0.010810494655515238,0.013458910589807969,0.02172245229463835,0.025390490472321153,0.02911607768876268,0.03291867065810285
2217,0.0062940135330264045,0.00834849793791394,0.010756531075051813,0.013395745407811889,0.021811750481195123,0.025475901375794814,0.0291963968268685,0.03299309919113281
2218,0.006268492610433118,0.008309246472048573,0.01070573029603351,0.013335742648661046,0.021914598515057043,0.025576189420442468,0.029292240263151192,0.03308334961435313
2219,0.0062459609505265065,0.00827306038323599,0.01065800009854633,0.013278808903234981,0.02202126469063512,0.0256812343407674,0.029393439583564416,0.033179380403954635
2220,0.00622633117594053,0.008239846709115478,0.010613244068172278,0.013224843456697137,0.022138229842077445,0.025797612792568123,0.029506606381264722,0.03328785969324871
2221,0.0062106934271001675,0.008216128193708603,0.010579975478818168,0.013181771456396806,0.02222708131687221,0.02588400241918438,0.0295913153933287,0.03337097900470967
2222,0.006198032687899411,0.008195126349519834,0.010549147103793117,0.013140954051358669,0.0223172329593505,0.02597141544250846,0.0296768227052779,0.033454708810227
2223,0.006187745011100155,0.008176091456940504,0.010519884118688634,0.013101401890170877,0.02241588624494162,0.02606868188975036,0.0297727700135039,0.03354903209448009
2224,0.0061799994625810605,0.008159265783017431,0.010492504216772128,0.013063507958588318,0.0225216766940263,0.026173510401513316,0.029876404410290432,0.033651034493275216
2225,0.006174677042430378,0.008144508035178707,0.010466858583480764,0.013027125266202042,0.022637166082566076,0.02628958399469685,0.029992086928284176,0.0337654917740464
2226,0.006163457796422328,0.008122093043420821,0.01043174670587345,0.012979690171568218,0.022747606703063233,0.026399542864384434,0.030101192039815837,0.03387297227725645
2227,0.006156103362870126,0.008103469380162997,0.010400261291271196,0.012935778745810637,0.022850350517428522,0.02650205516153808,0.030202881691769434,0.033972976264040944
2228,0.00615162511989734,0.008087347950424578,0.010370842793435225,0.012893585440764167,0.022958159369029323,0.026610866293349435,0.030311616959768563,0.03408049086228514
2229,0.006149877950650071,0.008073559423248404,0.010343314516472643,0.012852937110884536,0.02307257073310507,0.026727366458607186,0.030428665821343803,0.03419666357596908
2230,0.006150659140487664,0.008061853369932103,0.010317398349803527,0.012813541485604393,0.02319217560172294,0.0268502707444178,0.030553041434632305,0.0343209568726443
2231,0.006119899107465324,0.008018626919410339,0.010263382394959848,0.012750701639174177,0.023289320190072425,0.026943005803769095,0.030641357200838798,0.03440467459164945
2232,0.0060925021862389146,0.007978767503984378,0.010212675638045034,0.012691143834204098,0.023374759652709246,0.0270245526059401,0.0307187377383338,0.03447737032483969
2233,0.006067934919808906,0.007941638645113934,0.010164563940924751,0.01263408851965141,0.023465604131215647,0.027112215014998883,0.03080256103599281,0.034556753216914135
2234,0.006046213792066601,0.007907261137683766,0.01011907607482646,0.012579575276664366,0.023563378720004153,0.02720828419607588,0.03089579810791198,0.034646262252477175
2235,0.006027348971427688,0.007875644250796602,0.010076223563348337,0.012527620761998365,0.02366595066261331,0.027309964714438913,0.030994950739748565,0.034741747058528595
2236,0.0060002921685417395,0.007840353858288721,0.010033905933336631,0.012479553510305608,0.023744946003270675,0.027384048430801486,0.031065314936308125,0.03480899178301392
2237,0.005976871252017332,0.007808714163178525,0.009995192941164686,0.012435079503833074,0.0238167827422423,0.02745173656807882,0.031129362459786675,0.034869603458878046
2238,0.005956182154071864,0.007779680847100654,0.009958951318528848,0.012393000427526269,0.023892952018173947,0.02752459935706306,0.031199140813740582,0.03493636786499532
2239,0.0059381156852140555,0.007753121716891479,0.009925033646014355,0.012353158530304977,0.02397809491099336,0.027608035243060873,0.0312808296063099,0.035016368514053375
2240,0.005922545265738876,0.007728880429599121,0.009893262026266343,0.012315359614908957,0.024066763753633418,0.02769538469499525,0.031366206282164744,0.03509938083762341
2241,0.0058925072037140265,0.007688257824548204,0.009843398320506524,0.012257749994615862,0.024141616012688057,0.027764684347082427,0.0314308042619915,0.03515961241108557
2242,0.0058659677368109505,0.007650887341724129,0.009796356773970153,0.012202527385134472,0.024215011782869084,0.02783436657399636,0.031497605245920525,0.035223943385239084
2243,0.0058425247230239705,0.007616481444474651,0.009752037331117243,0.01214980402660377,0.024291569977612035,0.027906578936802012,0.03156507134940567,0.035286091192420196
2244,0.005822265361283707,0.007585165502811063,0.009710604253780838,0.012099783203411566,0.024375625626160777,0.027988442625338446,0.03164427141752745,0.035362146782980525
2245,0.005805210562984471,0.007556976176219529,0.009672114551869867,0.012052545215297642,0.024465305939186915,0.02807701373801776,0.03173065290116403,0.035445463878494565
2246,0.005777703226065958,0.007513041231318887,0.009613910797302125,0.011983012555604066,0.024576757382152734,0.028185434385554257,0.03183518398154485,0.035545295002116
2247,0.005752944837122109,0.007471479535656122,0.009557742656545038,0.011915289440947911,0.0246681449720749,0.02827462176208175,0.03192123642632385,0.0356272964320995
2248,0.0057303095723786005,0.00743172516000784,0.009503174244062404,0.011849087451934286,0.024763538309243143,0.02836789431232588,0.03201081758526057,0.03571181731650141
2249,0.005709774196124475,0.0073937760890558915,0.009450225247869022,0.011784441694202761,0.024865264885483802,0.02846816463241833,0.0321076486462026,0.035803634103497184
2250,0.005691291699249279,0.0073575964850391435,0.009398872495131164,0.011721336473735652,0.024972066492248913,0.028575580202329063,0.0322134349643733,0.035906045984202564
2251,0.005655089121108757,0.007306281643528583,0.009335426671644253,0.011648596883210873,0.025068556567204275,0.028667159485575047,0.03229923149642595,0.035985448905413144
2252,0.005622559634085581,0.007258812566211663,0.009275923246643183,0.011579909728381911,0.025154563494455315,0.028748525321869996,0.032374989263947586,0.03605495369491411
2253,0.005592682080960528,0.007213729910413323,0.009218495443301764,0.011513041597487263,0.025244554897238754,0.028834831639456642,0.032456186257044876,0.0361301380168989
2254,0.0055653831939921775,0.007170958987815217,0.00916307953019328,0.011447944924855935,0.025336322411013922,0.028923839826462995,0.03254075268334487,0.036209183741829645
2255,0.005540742013207342,0.007130632324178694,0.009109866454825961,0.011384867356169212,0.025431593160440958,0.029017164481958013,0.03263006179099764,0.036293176667915206
2256,0.005503191591518723,0.007076170715346963,0.009042264863623554,0.011307690447984228,0.025501709577500118,0.02908250716399149,0.03268990059451621,0.03634689308019541
2257,0.005468457684291048,0.0070243567360397515,0.008977179385643073,0.011232983001773698,0.025570714546349373,0.029146454333077887,0.03274795517652915,0.036398331573193464
2258,0.005435770490367684,0.006974288101743617,0.008913622008855222,0.011159692699406231,0.025644457194665397,0.029216232470468527,0.03281249208294715,0.0364566512117134
2259,0.005405050094361874,0.006925884896629915,0.008851521484814603,0.011087756703074351,0.025722041218779815,0.02929062589833893,0.03288190840640285,0.03651984911234044
2260,0.005376228527429141,0.0068790820682290464,0.008790823696851118,0.011017131045515709,0.025801283049517183,0.02936771254614074,0.032954922682416336,0.03658751901807406
2261,0.0053426541929926085,0.006825420380858008,0.008720318439893031,0.010933588601832786,0.02588704487670404,0.029450685095358288,0.033033802433742106,0.036660942287088244
2262,0.005311741465982317,0.006774516347256851,0.008652803883283069,0.010853361219350577,0.025981511199440057,0.029542392760808455,0.03312151363747709,0.03674331746233535
2263,0.005282519019310102,0.006724936284271479,0.008586400980306608,0.010774161166646763,0.026082542626947616,0.02964152205700448,0.03321701229080762,0.036833571099668345
2264,0.005254888310033183,0.0066765764862478675,0.008521009140749056,0.010695889758532591,0.02618697044758034,0.029744727465482367,0.0333168693283443,0.03692827520509971
2265,0.005228754733530744,0.006629338175983865,0.00845653353965132,0.010618454675087326,0.0262943207251203,0.029851585779983664,0.03342093154390984,0.03702760771467415
2266,0.005187013899466252,0.006568005956420406,0.008381152713896388,0.010533613198471284,0.026360825853242485,0.02991360436944173,0.03347686235597977,0.037076033512162036
2267,0.005148389904971234,0.006510264307361041,0.008309956257798491,0.010453589594651877,0.026421589911850424,0.029969420998940736,0.03352626800303981,0.03711787030592234
2268,0.005111940088327221,0.006454560097218739,0.008240777977781012,0.010375649619943797,0.026487853884048996,0.030031871275949723,0.033583006107079455,0.03716746521623169
2269,0.0050777445570146865,0.006401007590509861,0.008173761234491315,0.010299958859590553,0.02655807871061014,0.030099345775972904,0.0336452788363456,0.03722281020356453
2270,0.005045692358575628,0.006349458705587146,0.008108728178621627,0.010226312854515824,0.026636874693323157,0.03017885401220568,0.033722904870834396,0.03729687242556643
2271,0.005008460457305931,0.006295606320921855,0.008043045591223463,0.010152593825440431,0.026709480875428505,0.030247428087806612,0.03378588183508671,0.03735320279603977
2272,0.004974231853889292,0.006244878128898459,0.007980612226756301,0.010082268614824632,0.02677741495654027,0.030311734587625847,0.03384506024746378,0.037406170812816344
2273,0.0049420588190879034,0.006195982166439429,0.007919838489069162,0.010013492623044244,0.02684921434817557,0.030380399590697115,0.03390858625304436,0.03746320698478011
2274,0.004911769489936898,0.006148706020839408,0.007860485222580076,0.009946006005493484,0.026922747992242153,0.030453009269722595,0.03397888099498886,0.03753046402971092
2275,0.004883263523916985,0.006102938663417597,0.007802440326010804,0.009879697526814543,0.026999855306583886,0.030528559942088213,0.03405013359376083,0.037595626537124525
2276,0.004846596378030748,0.006049911638229929,0.007738166531070041,0.009808139944462741,0.027071918122770915,0.03059613520841859,0.03411228530834793,0.03765162990485024
2277,0.0048122990374966645,0.005999113368687946,0.007676041101465819,0.009738694500499264,0.02714684011200677,0.030666723418952796,0.034177244604748455,0.03770992381500066
2278,0.004779881200497958,0.00595004755884738,0.0076155866667715665,0.009670905836956048,0.027225868536589353,0.03074205101091736,0.03424737879604023,0.037773745511644245
2279,0.004749341833665875,0.00590273893723164,0.0075568541480170335,0.009604846017091169,0.027310062746903865,0.030823501981411462,0.03432393061186004,0.03784392940667579
2280,0.004720705856148067,0.005857246445448625,0.007499934548076497,0.009540631580472893,0.02739588714950777,0.030907482787978426,0.034403947890147946,0.03791858738890107
2281,0.004679232160398308,0.005798803211035789,0.007430452429994594,0.009464219644503872,0.02746926910229878,0.030976035548688528,0.03446631238729268,0.037973823614625805
2282,0.0046407216365509886,0.005743270737864029,0.007363816946108077,0.009390605761020025,0.02753102927041371,0.03103304682929779,0.034516803050491825,0.03801659160292592
2283,0.004604423587566996,0.0056898111405497,0.007299140244767876,0.009318865156245892,0.027586644798906095,0.031085373690964407,0.034563741597463365,0.038056724257577244
2284,0.004570227333813902,0.005638287535590581,0.007236268560057263,0.00924883120319304,0.027657680905382055,0.031157061286743896,0.034635340302635174,0.03812819227401733
2285,0.00453797572512158,0.005588497532407202,0.0071749675738479075,0.009180244580280782,0.0277305421866102,0.0312278540969518,0.03470097870814479,0.03818672785640993
2286,0.004502001667994586,0.005540880171749123,0.0071209802231370035,0.009123250490864158,0.02781880306964799,0.0313123188024007,0.03478131399147351,0.038262743352950976
2287,0.004468024875208097,0.005494684495937697,0.00706794188354482,0.009066842810198232,0.02788892731205895,0.03137728793396296,0.034840413047060585,0.03831546303349167
2288,0.004435894632203258,0.005450078581908943,0.0070163042309837834,0.009011699667787476,0.02796398822414404,0.03144810685145823,0.034905791114881936,0.038374629524780865
2289,0.004405775756590018,0.0054073140665590646,0.0069663864232226815,0.00895819024773475,0.028043080271323084,0.031523650685322015,0.03497624405474963,0.03843904784404088
2290,0.004377606175771485,0.005366328851976027,0.006918124363737626,0.008906243974788657,0.028125682338033486,0.03160321229814383,0.035051025893823765,0.038508076170601015
2291,0.004336193104529517,0.005307323488822541,0.006848050439253177,0.008829436813189373,0.028177926990447535,0.0316510617953217,0.03509240512214824,0.0385417123087397
2292,0.0042970347410266774,0.005250486005960694,0.006780058199396458,0.008754622268074531,0.028253021647449306,0.03172177772024295,0.03515634821195493,0.03859742772460993
2293,0.004259625548048063,0.005195389882322353,0.006713817988971054,0.008681558400700012,0.028332645711159402,0.03179844307931116,0.035227152553562686,0.03866059249426961
2294,0.004223810129609143,0.005141832899613179,0.00664909006339143,0.008609973674235072,0.028414567538369767,0.03187745145100039,0.0353001235918801,0.03872573141791066
2295,0.004189404125863465,0.005089570190394807,0.006585580969210338,0.008539533712189505,0.028499407172606073,0.03195987013537202,0.03537680653892965,0.03879486648792726
2296,0.004155880418312647,0.005040008258260304,0.006526535257406124,0.008475099292824664,0.028561390092850757,0.032020112489393716,0.03543257715336583,0.0388443870746318
2297,0.0041240506675429825,0.004992183831196432,0.00646935718750943,0.008412670151129644,0.028638323328809685,0.03209444873530018,0.03550155369220215,0.038906244824470644
2298,0.0040936177591871575,0.0049458216057324984,0.00641377279027788,0.008351958242994405,0.02871932990221585,0.03217399210828337,0.035576414771085633,0.03897443836478342
2299,0.00406478249297725,0.004901225892737445,0.00636016389716627,0.00829340423140974,0.028803247276196976,0.032256843741725535,0.03565476144084692,0.0390461818232246
2300,0.0040375837088991095,0.004858476183935396,0.006308637931533295,0.00823713444233568,0.02725232937313676,0.0306954152829827,0.034099235122881766,0.03749835231652125
